Author,Comment,CaseFolding,tokenized_comment,Remove_TandaBaca,Remove_SpasiTab,Normalisasi,Remove_StopWords_Final,Stemming,Cleaned_Text,Sentiment
@fwleurlovin,"gamungkin kalo jin dapat bersetubuh dg manusia apalagi sampe hamil. gangerti juga gimana bisa sampe hamil dan anaknya mirip. tapi apa mungkin setiap tiara berhub. bdn sama suaminya, suaminya dirasuki cowo itu? kalo begitu berarti secara ga sadar, ga disamperin di mimpi, tiara udah menerima si cowo. jadi bs langsung hamil 3 bulan. biar si tiara dan keluarganya tau dia lg hamil, si cowo baru nyamperin, makanya disitu tiara tiba² terima. kayanya 3 bulan sebelum tiara mimpi itu perlu diinget-inget ada apa aja",gamungkin kalo jin dapat bersetubuh dg manusia apalagi sampe hamil gangerti juga gimana bisa sampe hamil dan anaknya mirip tapi apa mungkin setiap tiara berhub bdn sama suaminya suaminya dirasuki cowo itu kalo begitu berarti secara ga sadar ga disamperin di mimpi tiara udah menerima si cowo jadi bs langsung hamil  bulan biar si tiara dan keluarganya tau dia lg hamil si cowo baru nyamperin makanya disitu tiara tiba terima kayanya  bulan sebelum tiara mimpi itu perlu diingetinget ada apa aja,"['gamungkin', 'kalo', 'jin', 'dapat', 'bersetubuh', 'dg', 'manusia', 'apalagi', 'sampe', 'hamil', 'gangerti', 'juga', 'gimana', 'bisa', 'sampe', 'hamil', 'dan', 'anaknya', 'mirip', 'tapi', 'apa', 'mungkin', 'setiap', 'tiara', 'berhub', 'bdn', 'sama', 'suaminya', 'suaminya', 'dirasuki', 'cowo', 'itu', 'kalo', 'begitu', 'berarti', 'secara', 'ga', 'sadar', 'ga', 'disamperin', 'di', 'mimpi', 'tiara', 'udah', 'menerima', 'si', 'cowo', 'jadi', 'bs', 'langsung', 'hamil', 'bulan', 'biar', 'si', 'tiara', 'dan', 'keluarganya', 'tau', 'dia', 'lg', 'hamil', 'si', 'cowo', 'baru', 'nyamperin', 'makanya', 'disitu', 'tiara', 'tiba', 'terima', 'kayanya', 'bulan', 'sebelum', 'tiara', 'mimpi', 'itu', 'perlu', 'diingetinget', 'ada', 'apa', 'aja']","['gamungkin', 'kalo', 'jin', 'dapat', 'bersetubuh', 'dg', 'manusia', 'apalagi', 'sampe', 'hamil', 'gangerti', 'juga', 'gimana', 'bisa', 'sampe', 'hamil', 'dan', 'anaknya', 'mirip', 'tapi', 'apa', 'mungkin', 'setiap', 'tiara', 'berhub', 'bdn', 'sama', 'suaminya', 'suaminya', 'dirasuki', 'cowo', 'itu', 'kalo', 'begitu', 'berarti', 'secara', 'ga', 'sadar', 'ga', 'disamperin', 'di', 'mimpi', 'tiara', 'udah', 'menerima', 'si', 'cowo', 'jadi', 'bs', 'langsung', 'hamil', 'bulan', 'biar', 'si', 'tiara', 'dan', 'keluarganya', 'tau', 'dia', 'lg', 'hamil', 'si', 'cowo', 'baru', 'nyamperin', 'makanya', 'disitu', 'tiara', 'tiba', 'terima', 'kayanya', 'bulan', 'sebelum', 'tiara', 'mimpi', 'itu', 'perlu', 'diingetinget', 'ada', 'apa', 'aja']","['gamungkin', 'kalo', 'jin', 'dapat', 'bersetubuh', 'dg', 'manusia', 'apalagi', 'sampe', 'hamil', 'gangerti', 'juga', 'gimana', 'bisa', 'sampe', 'hamil', 'dan', 'anaknya', 'mirip', 'tapi', 'apa', 'mungkin', 'setiap', 'tiara', 'berhub', 'bdn', 'sama', 'suaminya', 'suaminya', 'dirasuki', 'cowo', 'itu', 'kalo', 'begitu', 'berarti', 'secara', 'ga', 'sadar', 'ga', 'disamperin', 'di', 'mimpi', 'tiara', 'udah', 'menerima', 'si', 'cowo', 'jadi', 'bs', 'langsung', 'hamil', 'bulan', 'biar', 'si', 'tiara', 'dan', 'keluarganya', 'tau', 'dia', 'lg', 'hamil', 'si', 'cowo', 'baru', 'nyamperin', 'makanya', 'disitu', 'tiara', 'tiba', 'terima', 'kayanya', 'bulan', 'sebelum', 'tiara', 'mimpi', 'itu', 'perlu', 'diingetinget', 'ada', 'apa', 'aja']","['gamungkin', 'kalo', 'jin', 'dapat', 'bersetubuh', 'dg', 'manusia', 'apalagi', 'sampe', 'hamil', 'gangerti', 'juga', 'gimana', 'bisa', 'sampe', 'hamil', 'dan', 'anaknya', 'mirip', 'tapi', 'apa', 'mungkin', 'setiap', 'tiara', 'berhub', 'bdn', 'sama', 'suaminya', 'suaminya', 'dirasuki', 'cowo', 'itu', 'kalo', 'begitu', 'berarti', 'secara', 'tidak', 'sadar', 'tidak', 'disamperin', 'di', 'mimpi', 'tiara', 'sudah', 'menerima', 'si', 'cowo', 'jadi', 'bs', 'langsung', 'hamil', 'bulan', 'biar', 'si', 'tiara', 'dan', 'keluarganya', 'tau', 'dia', 'lagi', 'hamil', 'si', 'cowo', 'baru', 'nyamperin', 'makanya', 'disitu', 'tiara', 'tiba', 'terima', 'kayanya', 'bulan', 'sebelum', 'tiara', 'mimpi', 'itu', 'perlu', 'diingetinget', 'ada', 'apa', 'saja']","['gamungkin', 'kalo', 'jin', 'bersetubuh', 'dg', 'manusia', 'sampe', 'hamil', 'gangerti', 'gimana', 'sampe', 'hamil', 'anaknya', 'berhub', 'bdn', 'suaminya', 'suaminya', 'dirasuki', 'cowo', 'kalo', 'sadar', 'disamperin', 'mimpi', 'menerima', 'cowo', 'bs', 'langsung', 'hamil', 'biar', 'keluarganya', 'tau', 'hamil', 'cowo', 'nyamperin', 'disitu', 'terima', 'kayanya', 'mimpi', 'diingetinget']","['gamungkin', 'kalo', 'jin', 'tubuh', 'dg', 'manusia', 'sampe', 'hamil', 'gangerti', 'gimana', 'sampe', 'hamil', 'anak', 'berhub', 'bdn', 'suami', 'suami', 'rasuk', 'cowo', 'kalo', 'sadar', 'disamperin', 'mimpi', 'terima', 'cowo', 'bs', 'langsung', 'hamil', 'biar', 'keluarga', 'tau', 'hamil', 'cowo', 'nyamperin', 'situ', 'terima', 'kaya', 'mimpi', 'diingetinget']",gamungkin kalo jin tubuh dg manusia sampe hamil gangerti gimana sampe hamil anak berhub bdn suami suami rasuk cowo kalo sadar disamperin mimpi terima cowo bs langsung hamil biar keluarga tau hamil cowo nyamperin situ terima kaya mimpi diingetinget,Netral
@bundakuliner68,plot twist kali waaak,plot twist kali waaak,"['plot', 'twist', 'kali', 'waaak']","['plot', 'twist', 'kali', 'waaak']","['plot', 'twist', 'kali', 'waaak']","['kali', 'waaak']",['kali'],['kali'],kali,Netral
@Nikmah11,Kadung menikmati jadi permaisuri ghoib jadi lupa utk rukyah diri sendiri. Ceritanya sih epic tapi jatuhnya malah kasian sama lakiknya. Mau dibilang ga selingkuh tpi kenyataanya begitu. Meskipun cuma di mimpi tpi mimpi itu udah beneran di dunia mereka loh. Beneran di case ini yang kasian tu lakiknya,kadung menikmati jadi permaisuri ghoib jadi lupa utk rukyah diri sendiri ceritanya sih epic tapi jatuhnya malah kasian sama lakiknya mau dibilang ga selingkuh tpi kenyataanya begitu meskipun cuma di mimpi tpi mimpi itu udah beneran di dunia mereka loh beneran di case ini yang kasian tu lakiknya,"['kadung', 'menikmati', 'jadi', 'permaisuri', 'ghoib', 'jadi', 'lupa', 'utk', 'rukyah', 'diri', 'sendiri', 'ceritanya', 'sih', 'epic', 'tapi', 'jatuhnya', 'malah', 'kasian', 'sama', 'lakiknya', 'mau', 'dibilang', 'ga', 'selingkuh', 'tpi', 'kenyataanya', 'begitu', 'meskipun', 'cuma', 'di', 'mimpi', 'tpi', 'mimpi', 'itu', 'udah', 'beneran', 'di', 'dunia', 'mereka', 'loh', 'beneran', 'di', 'case', 'ini', 'yang', 'kasian', 'tu', 'lakiknya']","['kadung', 'menikmati', 'jadi', 'permaisuri', 'ghoib', 'jadi', 'lupa', 'utk', 'rukyah', 'diri', 'sendiri', 'ceritanya', 'sih', 'epic', 'tapi', 'jatuhnya', 'malah', 'kasian', 'sama', 'lakiknya', 'mau', 'dibilang', 'ga', 'selingkuh', 'tpi', 'kenyataanya', 'begitu', 'meskipun', 'cuma', 'di', 'mimpi', 'tpi', 'mimpi', 'itu', 'udah', 'beneran', 'di', 'dunia', 'mereka', 'loh', 'beneran', 'di', 'case', 'ini', 'yang', 'kasian', 'tu', 'lakiknya']","['kadung', 'menikmati', 'jadi', 'permaisuri', 'ghoib', 'jadi', 'lupa', 'utk', 'rukyah', 'diri', 'sendiri', 'ceritanya', 'sih', 'epic', 'tapi', 'jatuhnya', 'malah', 'kasian', 'sama', 'lakiknya', 'mau', 'dibilang', 'ga', 'selingkuh', 'tpi', 'kenyataanya', 'begitu', 'meskipun', 'cuma', 'di', 'mimpi', 'tpi', 'mimpi', 'itu', 'udah', 'beneran', 'di', 'dunia', 'mereka', 'loh', 'beneran', 'di', 'case', 'ini', 'yang', 'kasian', 'tu', 'lakiknya']","['kadang', 'menikmati', 'jadi', 'permaisuri', 'ghoib', 'jadi', 'lupa', 'utk', 'rukyah', 'diri', 'sendiri', 'ceritanya', 'seru', 'tapi', 'jatuhnya', 'malah', 'kasian', 'sama', 'lakiknya', 'mau', 'dibilang', 'tidak', 'selingkuh', 'tapi', 'kenyataanya', 'begitu', 'meskipun', 'cuma', 'di', 'mimpi', 'tapi', 'mimpi', 'itu', 'sudah', 'benar', 'di', 'dunia', 'mereka', 'loh', 'benar', 'di', 'case', 'ini', 'yang', 'kasian', 'itu', 'lakiknya']","['kadang', 'menikmati', 'permaisuri', 'ghoib', 'lupa', 'utk', 'rukyah', 'ceritanya', 'seru', 'jatuhnya', 'kasian', 'lakiknya', 'dibilang', 'selingkuh', 'kenyataanya', 'mimpi', 'mimpi', 'dunia', 'loh', 'case', 'kasian', 'lakiknya']","['kadang', 'nikmat', 'permaisuri', 'ghoib', 'lupa', 'utk', 'rukyah', 'cerita', 'seru', 'jatuh', 'kasi', 'lakiknya', 'bilang', 'selingkuh', 'kenyataanya', 'mimpi', 'mimpi', 'dunia', 'loh', 'case', 'kasi', 'lakiknya']",kadang nikmat permaisuri ghoib lupa utk rukyah cerita seru jatuh kasi lakiknya bilang selingkuh kenyataanya mimpi mimpi dunia loh case kasi lakiknya,Netral
@Nikmah11,Harus join sama makhluk itu. Iya kalo beneran ganteng kalo aslinya gak ganteng kek mana?,harus join sama makhluk itu iya kalo beneran ganteng kalo aslinya gak ganteng kek mana,"['harus', 'join', 'sama', 'makhluk', 'itu', 'iya', 'kalo', 'beneran', 'ganteng', 'kalo', 'aslinya', 'gak', 'ganteng', 'kek', 'mana']","['harus', 'join', 'sama', 'makhluk', 'itu', 'iya', 'kalo', 'beneran', 'ganteng', 'kalo', 'aslinya', 'gak', 'ganteng', 'kek', 'mana']","['harus', 'join', 'sama', 'makhluk', 'itu', 'iya', 'kalo', 'beneran', 'ganteng', 'kalo', 'aslinya', 'gak', 'ganteng', 'kek', 'mana']","['harus', 'join', 'sama', 'makhluk', 'itu', 'iya', 'kalo', 'benar', 'ganteng', 'kalo', 'aslinya', 'tidak', 'ganteng', 'mana']","['join', 'makhluk', 'iya', 'kalo', 'ganteng', 'kalo', 'aslinya', 'ganteng']","['join', 'makhluk', 'iya', 'kalo', 'ganteng', 'kalo', 'asli', 'ganteng']",join makhluk iya kalo ganteng kalo asli ganteng,Positif
@Nikmah11,Kasian lakiknya di real life ga si😭😭,kasian lakiknya di real life ga si,"['kasian', 'lakiknya', 'di', 'real', 'life', 'ga', 'si']","['kasian', 'lakiknya', 'di', 'real', 'life', 'ga', 'si']","['kasian', 'lakiknya', 'di', 'real', 'life', 'ga', 'si']","['kasian', 'lakiknya', 'di', 'real', 'life', 'tidak', 'si']","['kasian', 'lakiknya', 'life']","['kasi', 'lakiknya', 'life']",kasi lakiknya life,Netral
@Nikmah11,Jadi kaya cerita fiksi😭😭😭,jadi kaya cerita fiksi,"['jadi', 'kaya', 'cerita', 'fiksi']","['jadi', 'kaya', 'cerita', 'fiksi']","['jadi', 'kaya', 'cerita', 'fiksi']","['jadi', 'seperti', 'cerita', 'fiksi']",['cerita'],['cerita'],cerita,Netral
@king_shultan2640,Bagus  sekali cerita nya kk ❤ kayak film2,bagus  sekali cerita nya kk  kayak film,"['bagus', 'sekali', 'cerita', 'nya', 'kk', 'kayak', 'film']","['bagus', 'sekali', 'cerita', 'nya', 'kk', 'kayak', 'film']","['bagus', 'sekali', 'cerita', 'nya', 'kk', 'kayak', 'film']","['bagus', 'sekali', 'cerita', 'nya', 'kakak', 'seperti', 'film']","['bagus', 'cerita', 'film']","['bagus', 'cerita', 'film']",bagus cerita film,Netral
@DiaryWaletDewi,Gw dengar di awal bulan oktober 2025 guys,gw dengar di awal bulan oktober  guys,"['gw', 'dengar', 'di', 'awal', 'bulan', 'oktober', 'guys']","['gw', 'dengar', 'di', 'awal', 'bulan', 'oktober', 'guys']","['gw', 'dengar', 'di', 'awal', 'bulan', 'oktober', 'guys']","['dengar', 'di', 'awal', 'bulan', 'oktober', 'teman-teman']","['dengar', 'oktober', 'teman-teman']","['dengar', 'oktober', 'teman']",dengar oktober teman,Netral
@DheaUsiana,Terus kabar nya suaminya kak tiara gimana ya ? Setelah tau kalau anaknya itu mirip sama pangeran itu ? Pliisss bertanya tanya aku,terus kabar nya suaminya kak tiara gimana ya  setelah tau kalau anaknya itu mirip sama pangeran itu  pliisss bertanya tanya aku,"['terus', 'kabar', 'nya', 'suaminya', 'kak', 'tiara', 'gimana', 'ya', 'setelah', 'tau', 'kalau', 'anaknya', 'itu', 'mirip', 'sama', 'pangeran', 'itu', 'pliisss', 'bertanya', 'tanya', 'aku']","['terus', 'kabar', 'nya', 'suaminya', 'kak', 'tiara', 'gimana', 'ya', 'setelah', 'tau', 'kalau', 'anaknya', 'itu', 'mirip', 'sama', 'pangeran', 'itu', 'pliisss', 'bertanya', 'tanya', 'aku']","['terus', 'kabar', 'nya', 'suaminya', 'kak', 'tiara', 'gimana', 'ya', 'setelah', 'tau', 'kalau', 'anaknya', 'itu', 'mirip', 'sama', 'pangeran', 'itu', 'pliisss', 'bertanya', 'tanya', 'aku']","['terus', 'kabar', 'nya', 'suaminya', 'kak', 'tiara', 'gimana', 'setelah', 'tau', 'kalau', 'anaknya', 'itu', 'mirip', 'sama', 'pangeran', 'itu', 'pliisss', 'bertanya', 'tanya', 'aku']","['kabar', 'suaminya', 'gimana', 'tau', 'anaknya', 'pangeran', 'pliisss']","['kabar', 'suami', 'gimana', 'tau', 'anak', 'pangeran', 'pliisss']",kabar suami gimana tau anak pangeran pliisss,Netral
@Yulianti-f7t6e,Kak terus suaminya tau gak kalau itu bukan anak dia??,kak terus suaminya tau gak kalau itu bukan anak dia,"['kak', 'terus', 'suaminya', 'tau', 'gak', 'kalau', 'itu', 'bukan', 'anak', 'dia']","['kak', 'terus', 'suaminya', 'tau', 'gak', 'kalau', 'itu', 'bukan', 'anak', 'dia']","['kak', 'terus', 'suaminya', 'tau', 'gak', 'kalau', 'itu', 'bukan', 'anak', 'dia']","['kak', 'terus', 'suaminya', 'tau', 'tidak', 'kalau', 'itu', 'bukan', 'anak', 'dia']","['suaminya', 'tau', 'anak']","['suami', 'tau', 'anak']",suami tau anak,Netral
@meilanianindita,"sebagai pembaca manhwa kerajaan, denger ini kaya wow, aku ngebayangin duara cowonya pas manggil ""permaisuri ku"" aaa",sebagai pembaca manhwa kerajaan denger ini kaya wow aku ngebayangin duara cowonya pas manggil permaisuri ku aaa,"['sebagai', 'pembaca', 'manhwa', 'kerajaan', 'denger', 'ini', 'kaya', 'wow', 'aku', 'ngebayangin', 'duara', 'cowonya', 'pas', 'manggil', 'permaisuri', 'ku', 'aaa']","['sebagai', 'pembaca', 'manhwa', 'kerajaan', 'denger', 'ini', 'kaya', 'wow', 'aku', 'ngebayangin', 'duara', 'cowonya', 'pas', 'manggil', 'permaisuri', 'ku', 'aaa']","['sebagai', 'pembaca', 'manhwa', 'kerajaan', 'denger', 'ini', 'kaya', 'wow', 'aku', 'ngebayangin', 'duara', 'cowonya', 'pas', 'manggil', 'permaisuri', 'ku', 'aaa']","['sebagai', 'pembaca', 'manhwa', 'kerajaan', 'denger', 'ini', 'seperti', 'wow', 'aku', 'ngebayangin', 'duara', 'cowonya', 'pas', 'manggil', 'permaisuri', 'ku', 'aaa']","['pembaca', 'manhwa', 'kerajaan', 'denger', 'wow', 'ngebayangin', 'duara', 'cowonya', 'pas', 'manggil', 'permaisuri', 'aaa']","['baca', 'manhwa', 'raja', 'denger', 'wow', 'ngebayangin', 'duara', 'cowonya', 'pas', 'manggil', 'permaisuri', 'aaa']",baca manhwa raja denger wow ngebayangin duara cowonya pas manggil permaisuri aaa,Positif
@DevanAlfin-g6v,"Trimah kasih kak ceritanya serem ba get beda dari part yng lainnya walau anya dalam mimpi tapi terbawa sampe ke kehidupan nyata. Aku senen dengan cerita kak tiara aku jadi paham bahwa aku sering bertemu sama wanita cantik di dlm mimpi yanh tak aku kenal tpi dia baik banget dan romantiss🥰

Makasih kak nadia sdh mau membawakan cerita yng epic mantap semoga kak nadia diberi kesehatan dan kekuatan semga sehat sllu diberkati sllu kk dlm keluarganya
dan semga kita smua dilindungi oleh Allah Amin🙏😇","trimah kasih kak ceritanya serem ba get beda dari part yng lainnya walau anya dalam mimpi tapi terbawa sampe ke kehidupan nyata aku senen dengan cerita kak tiara aku jadi paham bahwa aku sering bertemu sama wanita cantik di dlm mimpi yanh tak aku kenal tpi dia baik banget dan romantiss

makasih kak nadia sdh mau membawakan cerita yng epic mantap semoga kak nadia diberi kesehatan dan kekuatan semga sehat sllu diberkati sllu kk dlm keluarganya
dan semga kita smua dilindungi oleh allah amin","['trimah', 'kasih', 'kak', 'ceritanya', 'serem', 'ba', 'get', 'beda', 'dari', 'part', 'yng', 'lainnya', 'walau', 'anya', 'dalam', 'mimpi', 'tapi', 'terbawa', 'sampe', 'ke', 'kehidupan', 'nyata', 'aku', 'senen', 'dengan', 'cerita', 'kak', 'tiara', 'aku', 'jadi', 'paham', 'bahwa', 'aku', 'sering', 'bertemu', 'sama', 'wanita', 'cantik', 'di', 'dlm', 'mimpi', 'yanh', 'tak', 'aku', 'kenal', 'tpi', 'dia', 'baik', 'banget', 'dan', 'romantiss', 'makasih', 'kak', 'nadia', 'sdh', 'mau', 'membawakan', 'cerita', 'yng', 'epic', 'mantap', 'semoga', 'kak', 'nadia', 'diberi', 'kesehatan', 'dan', 'kekuatan', 'semga', 'sehat', 'sllu', 'diberkati', 'sllu', 'kk', 'dlm', 'keluarganya', 'dan', 'semga', 'kita', 'smua', 'dilindungi', 'oleh', 'allah', 'amin']","['trimah', 'kasih', 'kak', 'ceritanya', 'serem', 'ba', 'get', 'beda', 'dari', 'part', 'yng', 'lainnya', 'walau', 'anya', 'dalam', 'mimpi', 'tapi', 'terbawa', 'sampe', 'ke', 'kehidupan', 'nyata', 'aku', 'senen', 'dengan', 'cerita', 'kak', 'tiara', 'aku', 'jadi', 'paham', 'bahwa', 'aku', 'sering', 'bertemu', 'sama', 'wanita', 'cantik', 'di', 'dlm', 'mimpi', 'yanh', 'tak', 'aku', 'kenal', 'tpi', 'dia', 'baik', 'banget', 'dan', 'romantiss', 'makasih', 'kak', 'nadia', 'sdh', 'mau', 'membawakan', 'cerita', 'yng', 'epic', 'mantap', 'semoga', 'kak', 'nadia', 'diberi', 'kesehatan', 'dan', 'kekuatan', 'semga', 'sehat', 'sllu', 'diberkati', 'sllu', 'kk', 'dlm', 'keluarganya', 'dan', 'semga', 'kita', 'smua', 'dilindungi', 'oleh', 'allah', 'amin']","['trimah', 'kasih', 'kak', 'ceritanya', 'serem', 'ba', 'get', 'beda', 'dari', 'part', 'yng', 'lainnya', 'walau', 'anya', 'dalam', 'mimpi', 'tapi', 'terbawa', 'sampe', 'ke', 'kehidupan', 'nyata', 'aku', 'senen', 'dengan', 'cerita', 'kak', 'tiara', 'aku', 'jadi', 'paham', 'bahwa', 'aku', 'sering', 'bertemu', 'sama', 'wanita', 'cantik', 'di', 'dlm', 'mimpi', 'yanh', 'tak', 'aku', 'kenal', 'tpi', 'dia', 'baik', 'banget', 'dan', 'romantiss', 'makasih', 'kak', 'nadia', 'sdh', 'mau', 'membawakan', 'cerita', 'yng', 'epic', 'mantap', 'semoga', 'kak', 'nadia', 'diberi', 'kesehatan', 'dan', 'kekuatan', 'semga', 'sehat', 'sllu', 'diberkati', 'sllu', 'kk', 'dlm', 'keluarganya', 'dan', 'semga', 'kita', 'smua', 'dilindungi', 'oleh', 'allah', 'amin']","['trimah', 'kasih', 'kak', 'ceritanya', 'serem', 'ba', 'get', 'beda', 'dari', 'bagian', 'yng', 'lainnya', 'walau', 'anya', 'dalam', 'mimpi', 'tapi', 'terbawa', 'sampe', 'ke', 'kehidupan', 'nyata', 'aku', 'senen', 'dengan', 'cerita', 'kak', 'tiara', 'aku', 'jadi', 'paham', 'bahwa', 'aku', 'sering', 'bertemu', 'sama', 'wanita', 'cantik', 'di', 'dalam', 'mimpi', 'yanh', 'tak', 'aku', 'kenal', 'tapi', 'dia', 'baik', 'banget', 'dan', 'romantiss', 'makasih', 'kak', 'nadia', 'sudah', 'mau', 'membawakan', 'cerita', 'yng', 'seru', 'mantap', 'semoga', 'kak', 'nadia', 'diberi', 'kesehatan', 'dan', 'kekuatan', 'semga', 'sehat', 'sllu', 'diberkati', 'sllu', 'kakak', 'dalam', 'keluarganya', 'dan', 'semga', 'kita', 'smua', 'dilindungi', 'oleh', 'allah', 'amin']","['trimah', 'kasih', 'ceritanya', 'serem', 'ba', 'get', 'beda', 'yng', 'anya', 'mimpi', 'terbawa', 'sampe', 'kehidupan', 'nyata', 'senen', 'cerita', 'paham', 'bertemu', 'wanita', 'cantik', 'mimpi', 'yanh', 'kenal', 'banget', 'romantiss', 'makasih', 'nadia', 'membawakan', 'cerita', 'yng', 'seru', 'mantap', 'semoga', 'nadia', 'kesehatan', 'kekuatan', 'semga', 'sehat', 'sllu', 'diberkati', 'sllu', 'keluarganya', 'semga', 'smua', 'dilindungi', 'allah', 'amin']","['trimah', 'kasih', 'cerita', 'rem', 'ba', 'get', 'beda', 'yng', 'anya', 'mimpi', 'bawa', 'sampe', 'hidup', 'nyata', 'senen', 'cerita', 'paham', 'temu', 'wanita', 'cantik', 'mimpi', 'yanh', 'kenal', 'banget', 'romantiss', 'makasih', 'nadia', 'bawa', 'cerita', 'yng', 'seru', 'mantap', 'moga', 'nadia', 'sehat', 'kuat', 'semga', 'sehat', 'sllu', 'kati', 'sllu', 'keluarga', 'semga', 'smua', 'lindung', 'allah', 'amin']",trimah kasih cerita rem ba get beda yng anya mimpi bawa sampe hidup nyata senen cerita paham temu wanita cantik mimpi yanh kenal banget romantiss makasih nadia bawa cerita yng seru mantap moga nadia sehat kuat semga sehat sllu kati sllu keluarga semga smua lindung allah amin,Netral
@adra_channel123,kak cerita ini lagi dong seruuuu,kak cerita ini lagi dong seruuuu,"['kak', 'cerita', 'ini', 'lagi', 'dong', 'seruuuu']","['kak', 'cerita', 'ini', 'lagi', 'dong', 'seruuuu']","['kak', 'cerita', 'ini', 'lagi', 'dong', 'seruuuu']","['kak', 'cerita', 'ini', 'lagi', 'dong', 'seruuuu']","['cerita', 'seruuuu']","['cerita', 'seruuuu']",cerita seruuuu,Netral
@NasrahNasrah-nx2yn,Permasalahan nya adalah tiara sudah membuka hatinya untuk lelaki itu. Makanya dia gak mau ruqyah.,permasalahan nya adalah tiara sudah membuka hatinya untuk lelaki itu makanya dia gak mau ruqyah,"['permasalahan', 'nya', 'adalah', 'tiara', 'sudah', 'membuka', 'hatinya', 'untuk', 'lelaki', 'itu', 'makanya', 'dia', 'gak', 'mau', 'ruqyah']","['permasalahan', 'nya', 'adalah', 'tiara', 'sudah', 'membuka', 'hatinya', 'untuk', 'lelaki', 'itu', 'makanya', 'dia', 'gak', 'mau', 'ruqyah']","['permasalahan', 'nya', 'adalah', 'tiara', 'sudah', 'membuka', 'hatinya', 'untuk', 'lelaki', 'itu', 'makanya', 'dia', 'gak', 'mau', 'ruqyah']","['permasalahan', 'nya', 'adalah', 'tiara', 'sudah', 'membuka', 'hatinya', 'untuk', 'lelaki', 'itu', 'makanya', 'dia', 'tidak', 'mau', 'ruqyah']","['permasalahan', 'membuka', 'hatinya', 'lelaki', 'ruqyah']","['masalah', 'buka', 'hati', 'lelaki', 'ruqyah']",masalah buka hati lelaki ruqyah,Netral
@Vivo1904Vivo-x5f,Kakak seru banget ceritaya,kakak seru banget ceritaya,"['kakak', 'seru', 'banget', 'ceritaya']","['kakak', 'seru', 'banget', 'ceritaya']","['kakak', 'seru', 'banget', 'ceritaya']","['kakak', 'seru', 'banget', 'ceritaya']","['seru', 'banget', 'ceritaya']","['seru', 'banget', 'ceritaya']",seru banget ceritaya,Netral
@awangraha,Kok aku mendengar cerita ini kaya dongeng ya. Dongeng romantis berbalut fantasi. Apakah Tiara baik2 saja? Tidak sedang berhalusinasi?,kok aku mendengar cerita ini kaya dongeng ya dongeng romantis berbalut fantasi apakah tiara baik saja tidak sedang berhalusinasi,"['kok', 'aku', 'mendengar', 'cerita', 'ini', 'kaya', 'dongeng', 'ya', 'dongeng', 'romantis', 'berbalut', 'fantasi', 'apakah', 'tiara', 'baik', 'saja', 'tidak', 'sedang', 'berhalusinasi']","['kok', 'aku', 'mendengar', 'cerita', 'ini', 'kaya', 'dongeng', 'ya', 'dongeng', 'romantis', 'berbalut', 'fantasi', 'apakah', 'tiara', 'baik', 'saja', 'tidak', 'sedang', 'berhalusinasi']","['kok', 'aku', 'mendengar', 'cerita', 'ini', 'kaya', 'dongeng', 'ya', 'dongeng', 'romantis', 'berbalut', 'fantasi', 'apakah', 'tiara', 'baik', 'saja', 'tidak', 'sedang', 'berhalusinasi']","['kok', 'aku', 'mendengar', 'cerita', 'ini', 'seperti', 'dongeng', 'dongeng', 'romantis', 'berbalut', 'fantasi', 'apakah', 'tiara', 'baik', 'saja', 'tidak', 'sedang', 'berhalusinasi']","['mendengar', 'cerita', 'dongeng', 'dongeng', 'romantis', 'berbalut', 'berhalusinasi']","['dengar', 'cerita', 'dongeng', 'dongeng', 'romantis', 'balut', 'halusinasi']",dengar cerita dongeng dongeng romantis balut halusinasi,Netral
@rizkahayati293,"Ceritanya hampir mirip di mimpiku juga😢
Sampek berhari hari gak berani tidur takut mimpi itu lagi","ceritanya hampir mirip di mimpiku juga
sampek berhari hari gak berani tidur takut mimpi itu lagi","['ceritanya', 'hampir', 'mirip', 'di', 'mimpiku', 'juga', 'sampek', 'berhari', 'hari', 'gak', 'berani', 'tidur', 'takut', 'mimpi', 'itu', 'lagi']","['ceritanya', 'hampir', 'mirip', 'di', 'mimpiku', 'juga', 'sampek', 'berhari', 'hari', 'gak', 'berani', 'tidur', 'takut', 'mimpi', 'itu', 'lagi']","['ceritanya', 'hampir', 'mirip', 'di', 'mimpiku', 'juga', 'sampek', 'berhari', 'hari', 'gak', 'berani', 'tidur', 'takut', 'mimpi', 'itu', 'lagi']","['ceritanya', 'hampir', 'mirip', 'di', 'mimpiku', 'juga', 'samp', 'berhari', 'hari', 'tidak', 'berani', 'tidur', 'takut', 'mimpi', 'itu', 'lagi']","['ceritanya', 'mimpiku', 'samp', 'berhari', 'berani', 'tidur', 'takut', 'mimpi']","['cerita', 'mimpi', 'samp', 'hari', 'berani', 'tidur', 'takut', 'mimpi']",cerita mimpi samp hari berani tidur takut mimpi,Netral
